Patch_Size,Tilt_X,Tilt_Y,RMSE,MAE,Point_Count
224,-0.2308920672751762,0.06870485815991785,2.451938023719443,1.8334350156799106,6088
448,-0.27378320990595584,-0.1258306064889198,1.9122722230441715,1.3608720172671291,1629
896,-0.28323253297796697,-0.20218195369573183,1.6847946056441934,1.1183990694453025,448
1792,-0.35686666347119744,-0.1557567066421523,1.4921501280045721,0.936537649421153,129
3584,-0.0613655140966554,-0.7061613637092835,1.4510058624345408,0.971133878129265,40
