Factor,Best_Z,Dimension,Time_Sec,Error,Match
1,16,13309x11160,35.396472692489624,0,True
2,16,6654x5580,10.014682054519653,0,True
4,16,3327x2790,2.9860217571258545,0,True
8,15,1663x1395,0.9340062141418457,1,False
16,15,831x697,0.44208741188049316,1,False
32,15,415x348,0.16825151443481445,1,False
64,14,207x174,0.04368233680725098,2,False
128,13,103x87,0.04318642616271973,3,False
